財務データのあるNPO法人 収入ランキング（2324団体）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
順位,法人名,"総収入
(百万円)",ステージ,"寄付+会費
(百万円)","寄付+会費比
(%)","受取寄附金
(百万円)","受取会費
(百万円)","受取助成金等
(百万円)","事業収益
(百万円)","経常費用
(百万円)",有給職員数,事業年度,認定状況,団体所在地(都道府県),活動分野
468,ＮＰＯ法人はぁとスペース,67.7,5千万～,32.3,47.7,26.5,5.8,3.9,0.0,47.7,,2024,○,福岡市,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、子どもの健全育成
469,輝らら会,67.4,5千万～,0.0,0.0,0.0,0.0,0.3,67.1,58.9,16,2016,,宮城県,保健・医療・福祉、社会教育、子どもの健全育成
470,ＣＡＰＮＡ,67.2,5千万～,3.6,5.4,2.6,1.0,63.6,0.0,73.3,,2024,○,名古屋市,保健・医療・福祉、人権の擁護・平和、子どもの健全育成
471,特定非営利活動法人  地域家族しんちゃんハウス,67.1,5千万～,2.4,3.6,2.4,0.0,0.8,63.8,62.5,,2024,○,神奈川県,保健・医療・福祉、まちづくり、子どもの健全育成
472,特定非営利活動法人如月会,67.1,5千万～,0.0,0.0,0.0,0.0,5.3,60.9,62.2,6,2022,,大阪府,保健・医療・福祉、NPO支援
473,特定非営利活動法人ホール　ケア　アロエ,67.0,5千万～,0.1,0.1,0.0,0.1,0.0,66.9,65.9,3,2017,,川崎市,保健・医療・福祉
474,特定非営利活動法人遠野山・里・暮らしネットワーク,66.9,5千万～,2.6,3.9,2.6,0.1,43.4,19.0,62.4,,2024,○,岩手県,保健・医療・福祉、まちづくり、観光、農山漁村・中山間地域、学術・文化・芸術・スポーツ、環境の保全、災害救援、経済活動の活性化、NPO支援
475,特定非営利活動法人ぽぷら学童クラブ,66.6,5千万～,23.9,35.8,0.0,23.9,3.9,38.9,61.6,10,2024,,さいたま市,子どもの健全育成
476,特定非営利活動法人コミュニティ事業支援ネット,66.3,5千万～,0.1,0.1,0.0,0.1,5.0,61.2,52.3,5,2024,,兵庫県,まちづくり、経済活動の活性化、NPO支援
477,認定ＮＰＯ法人　山形国際ドキュメンタリー映画祭,66.1,5千万～,3.8,5.7,1.1,2.6,51.9,2.1,66.3,,2024,○,山形県,社会教育、まちづくり、学術・文化・芸術・スポーツ、国際協力・交流、子どもの健全育成、経済活動の活性化、NPO支援
478,特定非営利活動法人ＳＡＬＡＳＵＳＵ,66.1,5千万～,33.9,51.4,30.2,3.7,0.8,29.0,58.3,,2024,○,北九州市,地域安全、国際協力・交流、職業能力・雇用機会
479,認定特定非営利活動法人たすけあいの会ふれあいネットまつど,66.0,5千万～,9.9,14.9,9.3,0.6,3.6,51.6,65.1,,2024,○,千葉県,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、子どもの健全育成、NPO支援
480,特定非営利活動法人高槻の高齢社会をよくする会,65.8,5千万～,0.4,0.7,0.2,0.2,0.5,57.6,54.5,17,2018,,大阪府,保健・医療・福祉
481,ＣＯ２バンク推進機構,65.8,5千万～,0.6,0.9,0.0,0.6,0.0,60.0,60.1,13,2011,,長野県,まちづくり、観光、農山漁村・中山間地域、環境の保全、経済活動の活性化、NPO支援
482,特定非営利活動法人アップ・トゥ・ユウ,65.4,5千万～,0.0,0.0,0.0,0.0,7.7,57.6,58.3,6,2017,,福井県,保健・医療・福祉
483,特定非営利活動法人　やすらぎ,64.8,5千万～,0.0,0.0,0.0,0.0,0.0,62.5,0.0,6,2022,,奈良県,保健・医療・福祉、社会教育、経済活動の活性化、職業能力・雇用機会、NPO支援
484,メタノイア,64.7,5千万～,22.9,35.3,22.7,0.2,26.1,15.7,48.0,,unknown,○,東京都,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、国際協力・交流、子どもの健全育成、職業能力・雇用機会、NPO支援
485,ＮＰＯ法人ピーク・エイド,64.7,5千万～,58.3,90.0,58.0,0.2,6.5,0.0,55.5,,2024,○,山梨県,社会教育、学術・文化・芸術・スポーツ、環境の保全、災害救援、人権の擁護・平和、国際協力・交流、子どもの健全育成、NPO支援
486,NGO　未来の子どもネットワーク,64.6,5千万～,32.4,50.1,32.3,0.1,2.0,30.1,32.7,,2024,○,茨城県,社会教育、人権の擁護・平和、子どもの健全育成
487,特定非営利活動法人高齢者・障害者サポートクラブ,64.6,5千万～,0.7,1.0,0.2,0.4,0.0,63.9,63.7,,2024,○,埼玉県,保健・医療・福祉、人権の擁護・平和
488,特定非営利活動法人ふくしまＮＰＯネットワークセンター,64.6,5千万～,1.4,2.1,0.8,0.6,1.3,61.7,65.3,14,2015,○,福島県,まちづくり、NPO支援
489,ＮＰＯ法人ＴＯＭＯＲＲＯＷ,64.3,5千万～,4.0,6.2,4.0,0.0,3.0,56.9,58.7,,2024,○,京都市,学術・文化・芸術・スポーツ、人権の擁護・平和、NPO支援
490,ＮＰＯ法人明日架,63.9,5千万～,0.2,0.3,0.1,0.1,0.1,63.2,51.1,7,2024,,大阪府,保健・医療・福祉
491,特定非営利活動法人しんせい,63.9,5千万～,2.0,3.1,1.8,0.2,4.5,57.2,65.1,6,2024,,福島県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、人権の擁護・平和、職業能力・雇用機会、NPO支援
492,特定非営利活動法人　団栗会,63.9,5千万～,0.9,1.5,0.1,0.9,10.0,52.3,61.3,15,2016,,奈良県,保健・医療・福祉、社会教育、人権の擁護・平和、子どもの健全育成、NPO支援
493,ＮＰＯ法人ハートネットあびこ,63.6,5千万～,0.4,0.6,0.3,0.1,0.1,63.1,60.9,6,2023,,千葉県,保健・医療・福祉、まちづくり、職業能力・雇用機会
494,特定非営利活動法人高知県自閉症協会,63.5,5千万～,0.0,0.0,0.0,0.0,2.4,61.1,62.0,18,2020,,高知県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会
495,特定非営利活動法人きらら,63.4,5千万～,0.7,1.0,0.1,0.6,0.1,62.6,63.2,,2024,○,兵庫県,保健・医療・福祉、人権の擁護・平和、職業能力・雇用機会
496,特定非営利活動法人夢工房まごめざわ,63.2,5千万～,0.0,0.0,0.0,0.0,56.5,6.7,54.1,6,2024,,千葉県,保健・医療・福祉、職業能力・雇用機会
497,特定非営利活動法人　一の会,63.1,5千万～,0.6,1.0,0.4,0.2,1.2,26.4,57.3,,2021,,横浜市,保健・医療・福祉、学術・文化・芸術・スポーツ、人権の擁護・平和、職業能力・雇用機会
498,特定非営利活動法人はぐくみ会,63.0,5千万～,0.1,0.2,0.1,0.0,36.2,26.6,57.0,17,,,札幌市,
499,子どもリエゾンえひめ,62.3,5千万～,7.8,12.6,7.6,0.2,9.0,45.4,48.7,,2024,○,愛媛県,保健・医療・福祉、子どもの健全育成、NPO支援
500,特定非営利活動法人稲美町つくしとすぎなの会,62.3,5千万～,0.2,0.3,0.0,0.2,0.2,54.3,61.3,5,2021,,兵庫県,保健・医療・福祉、まちづくり、人権の擁護・平和、職業能力・雇用機会
501,アルテピアッツァびばい,62.3,5千万～,7.5,12.1,5.1,2.5,0.0,54.7,56.1,,2024,○,北海道,社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、NPO支援
502,ロージーベル,62.0,5千万～,6.2,10.0,5.9,0.3,7.1,48.3,55.0,,2023,○,宮城県,社会教育、地域安全、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会
503,日本芝草研究開発機構,61.8,5千万～,1.4,2.3,0.0,1.4,2.5,57.3,40.8,2,2018,,東京都,社会教育、学術・文化・芸術・スポーツ、環境の保全、NPO支援
504,ＮＰＯ法人日時計の丘,61.8,5千万～,0.1,0.1,0.0,0.1,0.0,61.4,60.9,11,2018,,兵庫県,まちづくり、観光、農山漁村・中山間地域、学術・文化・芸術・スポーツ
505,きぼうのいえ,61.7,5千万～,0.0,0.0,0.0,0.0,0.0,0.0,49.9,,unknown,○,東京都,保健・医療・福祉
506,特定非営利活動法人  横浜マック,61.5,5千万～,1.3,2.1,0.9,0.4,8.7,51.3,66.1,,2024,○,横浜市,保健・医療・福祉
507,特定非営利活動法人　かわさきコンシューマーネット,61.5,5千万～,0.2,0.2,0.0,0.2,0.0,61.3,62.0,,2017,,川崎市,消費者の保護
508,南陽台地域福祉センター,61.4,5千万～,0.0,0.0,0.0,0.0,0.0,61.3,58.3,9,2017,,東京都,保健・医療・福祉
509,特定非営利活動法人SEEDきょうと,61.2,5千万～,4.5,7.4,4.5,0.0,0.6,0.3,58.8,,2024,○,京都市,保健・医療・福祉、社会教育、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
510,特定非営利活動法人　地域福祉を考える会,61.0,5千万～,2.8,4.6,2.5,0.3,0.6,57.3,62.1,,2024,○,神奈川県,保健・医療・福祉、子どもの健全育成
511,村山たんぽぽ,61.0,5千万～,0.1,0.1,0.0,0.1,5.9,53.9,52.8,6,2017,,東京都,保健・医療・福祉、社会教育、学術・文化・芸術・スポーツ、NPO支援
512,特定非営利活動法人北九州あいの会,60.6,5千万～,0.5,0.8,0.3,0.2,0.0,59.4,63.7,7,2017,,北九州市,保健・医療・福祉、まちづくり、NPO支援
513,みずほの,60.6,5千万～,0.1,0.1,0.0,0.1,0.0,58.8,60.6,15,2023,,栃木県,社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、子どもの健全育成
514,特定非営利活動法人　グリーンママ,60.3,5千万～,0.1,0.1,0.0,0.1,9.6,50.6,59.7,5,2022,,横浜市,保健・医療・福祉、子どもの健全育成
515,特定非営利活動法人スノーパーク小出,60.3,5千万～,3.0,5.0,0.0,3.0,2.9,54.3,62.3,19,2020,,新潟県,社会教育、まちづくり、観光、学術・文化・芸術・スポーツ、子どもの健全育成
516,ＪＢＣ・ＣＳＲ基金,60.2,5千万～,60.2,100.0,59.1,1.2,0.0,0.0,56.2,,unknown,○,東京都,社会教育、環境の保全、人権の擁護・平和、経済活動の活性化、職業能力・雇用機会、NPO支援
517,特定非営利活動法人わたしと僕の夢,60.2,5千万～,14.9,24.8,14.9,0.0,3.5,25.8,62.2,,2024,○,福岡県,社会教育、まちづくり、災害救援、国際協力・交流、男女共同参画、子どもの健全育成、経済活動の活性化、職業能力・雇用機会、NPO支援
518,特定非営利活動法人大地,60.1,5千万～,0.0,0.1,0.0,0.0,6.4,9.0,57.1,11,2024,,鳥取県,保健・医療・福祉、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
519,特定非営利活動法人　秋桜舎,59.9,5千万～,1.3,2.2,1.3,0.0,29.7,28.7,65.9,,2024,○,川崎市,保健・医療・福祉、社会教育、まちづくり、子どもの健全育成
520,特定非営利活動法人Ｊ.ＰＯＳＨ,59.9,5千万～,47.4,79.1,46.8,0.6,0.0,12.3,68.1,,2024,○,大阪市,保健・医療・福祉、社会教育、学術・文化・芸術・スポーツ、国際協力・交流、子どもの健全育成、NPO支援
521,山友会,59.9,5千万～,29.9,49.9,29.8,0.1,0.5,27.8,0.7,,unknown,○,東京都,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和
522,カラフル・コネクターズ,59.7,5千万～,0.0,0.0,0.0,0.0,5.5,53.6,56.7,,2018,,東京都,保健・医療・福祉、まちづくり、職業能力・雇用機会、NPO支援
523,若あゆ作業所,59.5,5千万～,0.1,0.2,0.0,0.1,4.1,37.4,54.7,10,2011,,鹿児島県,保健・医療・福祉、職業能力・雇用機会
524,特定非営利活動法人オフコース,59.5,5千万～,1.1,1.9,1.0,0.1,0.0,57.9,56.4,5,2024,,兵庫県,保健・医療・福祉
525,ワーカーズどんぐり,59.4,5千万～,0.1,0.2,0.0,0.1,43.3,15.9,54.4,5,2016,,東京都,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、男女共同参画、子どもの健全育成
526,劇団ゆう,59.3,5千万～,5.9,10.0,4.3,1.6,1.9,49.9,58.4,,2024,○,岩手県,社会教育、学術・文化・芸術・スポーツ、子どもの健全育成、NPO支援
527,特定非営利活動法人山口せわやきネットワーク,59.2,5千万～,4.7,8.0,4.7,0.1,5.6,48.8,60.4,7,2019,○,山口県,保健・医療・福祉、まちづくり、子どもの健全育成、NPO支援
528,特定非営利活動法人えんの会,59.2,5千万～,0.0,0.0,0.0,0.0,0.0,59.0,62.6,8,2019,,大阪市,保健・医療・福祉
529,特定非営利活動法人大東市青少年協会,59.0,5千万～,3.5,6.0,2.5,1.0,0.0,55.2,56.4,,2024,○,大阪府,社会教育、子どもの健全育成
530,特定非営利活動法人　ｅ－ライフサポート,58.9,5千万～,0.1,0.2,0.0,0.1,5.1,53.3,61.8,,2021,,神奈川県,保健・医療・福祉、情報化社会、職業能力・雇用機会
531,特定非営利活動法人国際エンゼル協会,58.8,5千万～,44.2,75.2,32.1,12.1,1.2,13.3,67.9,,2024,○,兵庫県,社会教育、災害救援、国際協力・交流、子どもの健全育成
532,アットマークリアスＮＰＯサポートセンター,58.7,5千万～,0.1,0.1,0.0,0.1,10.7,37.6,52.2,11,2020,,岩手県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
533,長島福祉作業所ぽんぽこ村,58.6,5千万～,0.8,1.4,0.8,0.0,2.2,54.6,50.3,12,2011,,鹿児島県,保健・医療・福祉、まちづくり、環境の保全、子どもの健全育成、職業能力・雇用機会
534,特定非営利活動法人ＮＰＯいちいの郷,58.6,5千万～,0.5,0.9,0.5,0.0,0.0,57.2,61.7,8,2023,,高知県,保健・医療・福祉、まちづくり、経済活動の活性化、職業能力・雇用機会、NPO支援
535,もりねこ,58.6,5千万～,27.0,46.1,23.5,3.5,0.5,30.6,44.4,,2024,○,岩手県,社会教育、まちづくり、環境の保全、子どもの健全育成
536,特定非営利活動法人　群馬ダルク,58.4,5千万～,1.1,2.0,0.1,1.1,3.1,54.1,48.5,3,2021,,群馬県,保健・医療・福祉、社会教育、子どもの健全育成、職業能力・雇用機会、NPO支援
537,特定非営利活動法人ふくしま再生の会,58.4,5千万～,32.8,56.3,30.5,2.3,6.2,19.2,33.8,3,2015,○,福島県,保健・医療・福祉、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、国際協力・交流、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、NPO支援
538,特定非営利活動法人阪神・障害者人権ネットワーク,58.3,5千万～,0.2,0.3,0.0,0.2,0.0,58.1,57.4,8,2020,,兵庫県,保健・医療・福祉、社会教育、人権の擁護・平和
539,特定非営利活動法人らいぶフォーラム,57.9,5千万～,0.0,0.0,0.0,0.0,0.1,57.9,58.3,23,2023,,新潟県,社会教育、学術・文化・芸術・スポーツ、子どもの健全育成、情報化社会、NPO支援
540,特定非営利活動法人  こまちぷらす,57.9,5千万～,10.0,17.2,9.7,0.3,2.1,44.3,60.5,,2024,○,横浜市,まちづくり、男女共同参画、子どもの健全育成、情報化社会、職業能力・雇用機会、NPO支援
541,みんなの集落研究所,57.9,5千万～,0.1,0.2,0.0,0.1,0.1,57.7,54.2,7,2024,,岡山県,農山漁村・中山間地域、NPO支援
542,特定非営利活動法人浜田自立支援センターウェルチャーム,57.9,5千万～,0.0,0.1,0.0,0.0,0.0,54.9,62.2,9,2021,,島根県,保健・医療・福祉、社会教育、まちづくり、経済活動の活性化、職業能力・雇用機会、NPO支援
543,NPO法人　ファミリーステーションRin,57.6,5千万～,1.2,2.1,0.8,0.4,11.1,45.2,56.1,,2024,○,愛知県,まちづくり、男女共同参画、子どもの健全育成、NPO支援
544,ＮＰＯ法人　ＷｏｏＭｏｏ,57.5,5千万～,0.0,0.0,0.0,0.0,0.9,56.6,59.6,5,2023,,横浜市,保健・医療・福祉、社会教育、男女共同参画、子どもの健全育成、NPO支援
